#########################################
#     NEBULAR output spectrum
#########################################
#
# Electron temperature [K]      : 10000
# Electron density [cm-3]       : 100
# Helium abundance              : 0.1
# Ionisation fraction (H+)      : 1
# Ionisation fraction (He+)     : 1
# Ionisation fraction (He++)    : 9.25655e-09
# H+ density [cm-3]             : 90
# He+ density [cm-3]            : 10
# He++ density [cm-3]           : 9.25655e-08
# Total nuclear density [cm-3]  : 100
# Total matter density [g cm-3] : 2.17083e-22
#
# Col 1:  Frequency [Hz]
# Col 2:  Wavelength [A]
# Col 3:  Total spectrum: f_lambda (erg s-1 cm-2 A-1)
# Col 4:  j_fb (free-bound HI)
# Col 5:  j_fb (free-bound HeI)
# Col 6:  j_fb (free-bound HeII)
# Col 7:  j_2q (two-photon HI)
# Col 8:  j_2q (two-photon HeI)
# Col 9:  j_2q (two-photon HeII)
# Col 10:  j_ff (free-free HII)
# Col 11: j_ff (free-free HeII)
# Col 12: j_ff (free-free HeIII)
# Col 13: j_nn' (HI   recombination lines)
# Col 14: j_nn' (HeI  recombination lines)
# Col 15: j_nn' (HeII recombination lines)
#
# nu lambda f_lambda fb_HI fb_HeI fb_HeII 2q_HI 2q_HeI 2q_HeII ff_HII ff_HeII ff_HeIII eml_HI eml_HeI eml_HeII
6.62525e+14 4525 6.95712e-16 2.72334e-16 3.56426e-17 2.31259e-24 3.49201e-16 9.02261e-19 2.22466e-25 3.38685e-17 3.76316e-18 1.34204e-25 0 0 0
6.62378e+14 4526 6.95539e-16 2.724e-16 3.56494e-17 2.31316e-24 3.48947e-16 9.01499e-19 2.22284e-25 3.38774e-17 3.76416e-18 1.34239e-25 0 0 0
6.62232e+14 4527 6.95367e-16 2.72466e-16 3.56561e-17 2.31372e-24 3.48692e-16 9.00738e-19 2.22102e-25 3.38864e-17 3.76515e-18 1.34275e-25 0 0 0
6.62086e+14 4528 6.95195e-16 2.72532e-16 3.56629e-17 2.31429e-24 3.48438e-16 8.99978e-19 2.2192e-25 3.38953e-17 3.76615e-18 1.3431e-25 0 0 0
6.6194e+14 4529 6.95023e-16 2.72598e-16 3.56696e-17 2.31485e-24 3.48184e-16 8.99219e-19 2.21739e-25 3.39042e-17 3.76714e-18 1.34345e-25 0 0 0
6.61794e+14 4530 6.94851e-16 2.72664e-16 3.56764e-17 2.31542e-24 3.47931e-16 8.9846e-19 2.21557e-25 3.39132e-17 3.76813e-18 1.3438e-25 0 0 0
6.61647e+14 4531 6.94679e-16 2.7273e-16 3.56831e-17 2.31598e-24 3.47677e-16 8.97702e-19 2.21376e-25 3.39221e-17 3.76912e-18 1.34415e-25 0 0 0
6.61501e+14 4532 6.94508e-16 2.72796e-16 3.56899e-17 2.31655e-24 3.47424e-16 8.96945e-19 2.21195e-25 3.3931e-17 3.77011e-18 1.3445e-25 0 0 0
6.61356e+14 4533 6.94337e-16 2.72862e-16 3.56966e-17 2.31711e-24 3.47171e-16 8.96189e-19 2.21014e-25 3.39399e-17 3.7711e-18 1.34485e-25 0 0 0
6.6121e+14 4534 6.94166e-16 2.72928e-16 3.57033e-17 2.31767e-24 3.46918e-16 8.95434e-19 2.20833e-25 3.39489e-17 3.77209e-18 1.34521e-25 0 0 0
6.61064e+14 4535 6.93995e-16 2.72994e-16 3.57101e-17 2.31824e-24 3.46666e-16 8.94679e-19 2.20653e-25 3.39578e-17 3.77308e-18 1.34556e-25 0 0 0
6.60918e+14 4536 6.93824e-16 2.73059e-16 3.57168e-17 2.3188e-24 3.46413e-16 8.93925e-19 2.20473e-25 3.39667e-17 3.77407e-18 1.34591e-25 0 0 0
6.60772e+14 4537 6.93654e-16 2.73125e-16 3.57235e-17 2.31936e-24 3.46161e-16 8.93172e-19 2.20293e-25 3.39756e-17 3.77506e-18 1.34626e-25 0 0 0
6.60627e+14 4538 6.93483e-16 2.73191e-16 3.57302e-17 2.31992e-24 3.45909e-16 8.9242e-19 2.20113e-25 3.39844e-17 3.77605e-18 1.34661e-25 0 0 0
6.60481e+14 4539 6.93313e-16 2.73256e-16 3.57369e-17 2.32048e-24 3.45658e-16 8.91668e-19 2.19933e-25 3.39933e-17 3.77704e-18 1.34696e-25 0 0 0
6.60336e+14 4540 6.93143e-16 2.73322e-16 3.57436e-17 2.32105e-24 3.45406e-16 8.90918e-19 2.19753e-25 3.40022e-17 3.77802e-18 1.34731e-25 0 0 0
6.6019e+14 4541 6.92973e-16 2.73388e-16 3.57503e-17 2.32161e-24 3.45155e-16 8.90168e-19 2.19574e-25 3.40111e-17 3.77901e-18 1.34765e-25 0 0 0
6.60045e+14 4542 6.92804e-16 2.73453e-16 3.5757e-17 2.32217e-24 3.44904e-16 8.89418e-19 2.19395e-25 3.402e-17 3.78e-18 1.348e-25 0 0 0
6.599e+14 4543 6.92635e-16 2.73519e-16 3.57636e-17 2.32273e-24 3.44654e-16 8.8867e-19 2.19216e-25 3.40288e-17 3.78098e-18 1.34835e-25 0 0 3.60861e-22
6.59755e+14 4544 6.92465e-16 2.73584e-16 3.57703e-17 2.32329e-24 3.44403e-16 8.87922e-19 2.19037e-25 3.40377e-17 3.78197e-18 1.3487e-25 0 0 0
6.59609e+14 4545 6.92296e-16 2.73649e-16 3.5777e-17 2.32385e-24 3.44153e-16 8.87176e-19 2.18858e-25 3.40466e-17 3.78295e-18 1.34905e-25 0 0 0
6.59464e+14 4546 6.92127e-16 2.73715e-16 3.57836e-17 2.32441e-24 3.43903e-16 8.86429e-19 2.1868e-25 3.40554e-17 3.78393e-18 1.3494e-25 0 0 0
6.59319e+14 4547 6.91959e-16 2.7378e-16 3.57903e-17 2.32496e-24 3.43653e-16 8.85684e-19 2.18501e-25 3.40643e-17 3.78492e-18 1.34975e-25 0 0 0
6.59174e+14 4548 6.9179e-16 2.73845e-16 3.57969e-17 2.32552e-24 3.43404e-16 8.8494e-19 2.18323e-25 3.40731e-17 3.7859e-18 1.35009e-25 0 0 0
6.59029e+14 4549 6.91622e-16 2.73911e-16 3.58036e-17 2.32608e-24 3.43155e-16 8.84196e-19 2.18145e-25 3.40819e-17 3.78688e-18 1.35044e-25 0 0 0
6.58885e+14 4550 6.91454e-16 2.73976e-16 3.58102e-17 2.32664e-24 3.42906e-16 8.83453e-19 2.17968e-25 3.40908e-17 3.78786e-18 1.35079e-25 0 0 0
6.5874e+14 4551 6.91286e-16 2.74041e-16 3.58169e-17 2.3272e-24 3.42657e-16 8.82711e-19 2.1779e-25 3.40996e-17 3.78884e-18 1.35114e-25 0 0 0
6.58595e+14 4552 6.91118e-16 2.74106e-16 3.58235e-17 2.32775e-24 3.42408e-16 8.81969e-19 2.17613e-25 3.41084e-17 3.78982e-18 1.35148e-25 0 0 0
6.5845e+14 4553 6.9095e-16 2.74171e-16 3.58301e-17 2.32831e-24 3.4216e-16 8.81228e-19 2.17436e-25 3.41172e-17 3.7908e-18 1.35183e-25 0 0 0
6.58306e+14 4554 6.90783e-16 2.74236e-16 3.58367e-17 2.32887e-24 3.41912e-16 8.80488e-19 2.17259e-25 3.41261e-17 3.79178e-18 1.35218e-25 0 0 0
6.58161e+14 4555 6.90616e-16 2.74301e-16 3.58434e-17 2.32942e-24 3.41664e-16 8.79749e-19 2.17082e-25 3.41349e-17 3.79276e-18 1.35252e-25 0 0 0
6.58017e+14 4556 6.90449e-16 2.74366e-16 3.585e-17 2.32998e-24 3.41416e-16 8.79011e-19 2.16905e-25 3.41437e-17 3.79374e-18 1.35287e-25 0 0 0
6.57872e+14 4557 6.90282e-16 2.74431e-16 3.58566e-17 2.33053e-24 3.41169e-16 8.78273e-19 2.16729e-25 3.41525e-17 3.79472e-18 1.35322e-25 0 0 0
6.57728e+14 4558 6.90115e-16 2.74496e-16 3.58632e-17 2.33109e-24 3.40921e-16 8.77536e-19 2.16552e-25 3.41613e-17 3.7957e-18 1.35356e-25 0 0 0
6.57584e+14 4559 6.89949e-16 2.74561e-16 3.58698e-17 2.33164e-24 3.40674e-16 8.768e-19 2.16376e-25 3.41701e-17 3.79667e-18 1.35391e-25 0 0 0
6.5744e+14 4560 6.89782e-16 2.74626e-16 3.58764e-17 2.3322e-24 3.40428e-16 8.76065e-19 2.162e-25 3.41788e-17 3.79765e-18 1.35425e-25 0 0 0
6.57295e+14 4561 6.89616e-16 2.74691e-16 3.58829e-17 2.33275e-24 3.40181e-16 8.7533e-19 2.16025e-25 3.41876e-17 3.79862e-18 1.3546e-25 0 0 0
6.57151e+14 4562 6.8945e-16 2.74755e-16 3.58895e-17 2.33331e-24 3.39935e-16 8.74596e-19 2.15849e-25 3.41964e-17 3.7996e-18 1.35494e-25 0 0 0
6.57007e+14 4563 6.89284e-16 2.7482e-16 3.58961e-17 2.33386e-24 3.39689e-16 8.73863e-19 2.15674e-25 3.42052e-17 3.80057e-18 1.35529e-25 0 0 0
6.56863e+14 4564 6.89119e-16 2.74885e-16 3.59027e-17 2.33441e-24 3.39443e-16 8.73131e-19 2.15498e-25 3.42139e-17 3.80155e-18 1.35563e-25 0 0 0
6.5672e+14 4565 6.88953e-16 2.74949e-16 3.59092e-17 2.33496e-24 3.39197e-16 8.72399e-19 2.15323e-25 3.42227e-17 3.80252e-18 1.35598e-25 0 0 0
6.56576e+14 4566 6.88788e-16 2.75014e-16 3.59158e-17 2.33552e-24 3.38952e-16 8.71668e-19 2.15149e-25 3.42315e-17 3.8035e-18 1.35632e-25 0 0 0
6.56432e+14 4567 6.88623e-16 2.75078e-16 3.59223e-17 2.33607e-24 3.38707e-16 8.70938e-19 2.14974e-25 3.42402e-17 3.80447e-18 1.35667e-25 0 0 0
6.56288e+14 4568 6.88458e-16 2.75143e-16 3.59289e-17 2.33662e-24 3.38462e-16 8.70209e-19 2.14799e-25 3.4249e-17 3.80544e-18 1.35701e-25 0 0 0
6.56145e+14 4569 6.88293e-16 2.75207e-16 3.59354e-17 2.33717e-24 3.38217e-16 8.6948e-19 2.14625e-25 3.42577e-17 3.80641e-18 1.35736e-25 0 0 0
6.56001e+14 4570 6.88129e-16 2.75272e-16 3.59419e-17 2.33772e-24 3.37972e-16 8.68752e-19 2.14451e-25 3.42664e-17 3.80738e-18 1.3577e-25 0 0 0
6.55857e+14 4571 6.87964e-16 2.75336e-16 3.59485e-17 2.33827e-24 3.37728e-16 8.68025e-19 2.14277e-25 3.42752e-17 3.80835e-18 1.35804e-25 0 0 0
6.55714e+14 4572 6.878e-16 2.754e-16 3.5955e-17 2.33882e-24 3.37484e-16 8.67299e-19 2.14103e-25 3.42839e-17 3.80932e-18 1.35839e-25 0 0 0
6.55571e+14 4573 6.87636e-16 2.75465e-16 3.59615e-17 2.33937e-24 3.3724e-16 8.66573e-19 2.13929e-25 3.42926e-17 3.81029e-18 1.35873e-25 0 0 0
6.55427e+14 4574 6.87472e-16 2.75529e-16 3.5968e-17 2.33992e-24 3.36997e-16 8.65848e-19 2.13756e-25 3.43013e-17 3.81126e-18 1.35907e-25 0 0 0
6.55284e+14 4575 6.87308e-16 2.75593e-16 3.59745e-17 2.34047e-24 3.36753e-16 8.65124e-19 2.13583e-25 3.43101e-17 3.81223e-18 1.35942e-25 0 0 0
6.55141e+14 4576 6.87145e-16 2.75657e-16 3.5981e-17 2.34102e-24 3.3651e-16 8.64401e-19 2.1341e-25 3.43188e-17 3.8132e-18 1.35976e-25 0 0 0
6.54998e+14 4577 6.86982e-16 2.75721e-16 3.59875e-17 2.34157e-24 3.36267e-16 8.63678e-19 2.13237e-25 3.43275e-17 3.81416e-18 1.3601e-25 0 0 0
6.54855e+14 4578 6.86818e-16 2.75786e-16 3.5994e-17 2.34212e-24 3.36025e-16 8.62956e-19 2.13064e-25 3.43362e-17 3.81513e-18 1.36044e-25 0 0 0
6.54712e+14 4579 6.86655e-16 2.7585e-16 3.60005e-17 2.34267e-24 3.35782e-16 8.62235e-19 2.12891e-25 3.43449e-17 3.81609e-18 1.36078e-25 0 0 0
6.54569e+14 4580 6.86493e-16 2.75914e-16 3.6007e-17 2.34322e-24 3.3554e-16 8.61515e-19 2.12719e-25 3.43535e-17 3.81706e-18 1.36113e-25 0 0 0
6.54426e+14 4581 6.8633e-16 2.75978e-16 3.60135e-17 2.34376e-24 3.35298e-16 8.60795e-19 2.12547e-25 3.43622e-17 3.81803e-18 1.36147e-25 0 0 0
6.54283e+14 4582 6.86167e-16 2.76042e-16 3.602e-17 2.34431e-24 3.35056e-16 8.60076e-19 2.12375e-25 3.43709e-17 3.81899e-18 1.36181e-25 0 0 0
6.5414e+14 4583 6.86005e-16 2.76105e-16 3.60264e-17 2.34486e-24 3.34814e-16 8.59358e-19 2.12203e-25 3.43796e-17 3.81995e-18 1.36215e-25 0 0 0
6.53998e+14 4584 6.85843e-16 2.76169e-16 3.60329e-17 2.3454e-24 3.34573e-16 8.5864e-19 2.12031e-25 3.43883e-17 3.82092e-18 1.36249e-25 0 0 0
6.53855e+14 4585 6.85681e-16 2.76233e-16 3.60393e-17 2.34595e-24 3.34332e-16 8.57924e-19 2.1186e-25 3.43969e-17 3.82188e-18 1.36283e-25 0 0 0
6.53712e+14 4586 6.85519e-16 2.76297e-16 3.60458e-17 2.34649e-24 3.34091e-16 8.57208e-19 2.11688e-25 3.44056e-17 3.82284e-18 1.36317e-25 0 0 0
6.5357e+14 4587 6.85358e-16 2.76361e-16 3.60522e-17 2.34704e-24 3.3385e-16 8.56492e-19 2.11517e-25 3.44142e-17 3.8238e-18 1.36351e-25 0 0 0
6.53427e+14 4588 6.85196e-16 2.76424e-16 3.60587e-17 2.34758e-24 3.3361e-16 8.55778e-19 2.11346e-25 3.44229e-17 3.82476e-18 1.36385e-25 0 0 0
6.53285e+14 4589 6.85035e-16 2.76488e-16 3.60651e-17 2.34813e-24 3.33369e-16 8.55064e-19 2.11175e-25 3.44315e-17 3.82573e-18 1.36419e-25 0 0 0
6.53143e+14 4590 6.84874e-16 2.76552e-16 3.60715e-17 2.34867e-24 3.33129e-16 8.54351e-19 2.11005e-25 3.44402e-17 3.82669e-18 1.36453e-25 0 0 0
6.53e+14 4591 6.84713e-16 2.76615e-16 3.6078e-17 2.34922e-24 3.32889e-16 8.53639e-19 2.10834e-25 3.44488e-17 3.82765e-18 1.36487e-25 0 0 0
6.52858e+14 4592 6.84552e-16 2.76679e-16 3.60844e-17 2.34976e-24 3.3265e-16 8.52927e-19 2.10664e-25 3.44574e-17 3.8286e-18 1.36521e-25 0 0 0
6.52716e+14 4593 6.84391e-16 2.76742e-16 3.60908e-17 2.3503e-24 3.3241e-16 8.52216e-19 2.10494e-25 3.44661e-17 3.82956e-18 1.36555e-25 0 0 0
6.52574e+14 4594 6.84231e-16 2.76806e-16 3.60972e-17 2.35085e-24 3.32171e-16 8.51506e-19 2.10324e-25 3.44747e-17 3.83052e-18 1.36589e-25 0 0 0
6.52432e+14 4595 6.84071e-16 2.76869e-16 3.61036e-17 2.35139e-24 3.31932e-16 8.50797e-19 2.10154e-25 3.44833e-17 3.83148e-18 1.36623e-25 0 0 0
6.5229e+14 4596 6.83911e-16 2.76933e-16 3.611e-17 2.35193e-24 3.31694e-16 8.50088e-19 2.09985e-25 3.44919e-17 3.83244e-18 1.36657e-25 0 0 0
6.52148e+14 4597 6.83751e-16 2.76996e-16 3.61164e-17 2.35247e-24 3.31455e-16 8.4938e-19 2.09815e-25 3.45005e-17 3.83339e-18 1.36691e-25 0 0 0
6.52006e+14 4598 6.83591e-16 2.77059e-16 3.61228e-17 2.35302e-24 3.31217e-16 8.48673e-19 2.09646e-25 3.45091e-17 3.83435e-18 1.36725e-25 0 0 0
6.51864e+14 4599 6.83431e-16 2.77122e-16 3.61292e-17 2.35356e-24 3.30979e-16 8.47966e-19 2.09477e-25 3.45177e-17 3.8353e-18 1.36758e-25 0 0 0
6.51723e+14 4600 6.83272e-16 2.77186e-16 3.61355e-17 2.3541e-24 3.30741e-16 8.4726e-19 2.09308e-25 3.45263e-17 3.83626e-18 1.36792e-25 0 0 0
6.51581e+14 4601 6.83113e-16 2.77249e-16 3.61419e-17 2.35464e-24 3.30503e-16 8.46555e-19 2.09139e-25 3.45349e-17 3.83721e-18 1.36826e-25 0 0 0
6.5144e+14 4602 6.82954e-16 2.77312e-16 3.61483e-17 2.35518e-24 3.30266e-16 8.45851e-19 2.08971e-25 3.45435e-17 3.83817e-18 1.3686e-25 0 0 0
6.51298e+14 4603 6.82795e-16 2.77375e-16 3.61547e-17 2.35572e-24 3.30029e-16 8.45147e-19 2.08802e-25 3.45521e-17 3.83912e-18 1.36893e-25 0 0 0
6.51157e+14 4604 6.82636e-16 2.77438e-16 3.6161e-17 2.35626e-24 3.29792e-16 8.44444e-19 2.08634e-25 3.45606e-17 3.84007e-18 1.36927e-25 0 0 0
6.51015e+14 4605 6.82477e-16 2.77501e-16 3.61674e-17 2.3568e-24 3.29555e-16 8.43742e-19 2.08466e-25 3.45692e-17 3.84102e-18 1.36961e-25 0 0 0
6.50874e+14 4606 6.82319e-16 2.77564e-16 3.61737e-17 2.35734e-24 3.29318e-16 8.43041e-19 2.08298e-25 3.45778e-17 3.84198e-18 1.36995e-25 0 0 0
6.50732e+14 4607 6.82161e-16 2.77627e-16 3.618e-17 2.35788e-24 3.29082e-16 8.4234e-19 2.0813e-25 3.45863e-17 3.84293e-18 1.37028e-25 0 0 0
6.50591e+14 4608 6.82003e-16 2.7769e-16 3.61864e-17 2.35841e-24 3.28846e-16 8.4164e-19 2.07963e-25 3.45949e-17 3.84388e-18 1.37062e-25 0 0 0
6.5045e+14 4609 6.81845e-16 2.77753e-16 3.61927e-17 2.35895e-24 3.2861e-16 8.40941e-19 2.07795e-25 3.46034e-17 3.84483e-18 1.37095e-25 0 0 0
6.50309e+14 4610 6.81687e-16 2.77816e-16 3.6199e-17 2.35949e-24 3.28374e-16 8.40242e-19 2.07628e-25 3.4612e-17 3.84578e-18 1.37129e-25 0 0 0
6.50168e+14 4611 6.81529e-16 2.77879e-16 3.62054e-17 2.36003e-24 3.28139e-16 8.39544e-19 2.07461e-25 3.46205e-17 3.84673e-18 1.37163e-25 0 0 0
6.50027e+14 4612 6.81372e-16 2.77941e-16 3.62117e-17 2.36056e-24 3.27903e-16 8.38847e-19 2.07294e-25 3.46291e-17 3.84767e-18 1.37196e-25 0 0 0
6.49886e+14 4613 6.81215e-16 2.78004e-16 3.6218e-17 2.3611e-24 3.27668e-16 8.3815e-19 2.07127e-25 3.46376e-17 3.84862e-18 1.3723e-25 0 0 0
6.49745e+14 4614 6.81058e-16 2.78067e-16 3.62243e-17 2.36164e-24 3.27433e-16 8.37455e-19 2.06961e-25 3.46461e-17 3.84957e-18 1.37263e-25 0 0 0
6.49604e+14 4615 6.80901e-16 2.78129e-16 3.62306e-17 2.36217e-24 3.27199e-16 8.36759e-19 2.06794e-25 3.46546e-17 3.85052e-18 1.37297e-25 0 0 0
6.49464e+14 4616 6.80744e-16 2.78192e-16 3.62369e-17 2.36271e-24 3.26964e-16 8.36065e-19 2.06628e-25 3.46632e-17 3.85146e-18 1.3733e-25 0 0 0
6.49323e+14 4617 6.80587e-16 2.78255e-16 3.62432e-17 2.36324e-24 3.2673e-16 8.35371e-19 2.06462e-25 3.46717e-17 3.85241e-18 1.37364e-25 0 0 0
6.49182e+14 4618 6.80431e-16 2.78317e-16 3.62494e-17 2.36378e-24 3.26496e-16 8.34678e-19 2.06296e-25 3.46802e-17 3.85335e-18 1.37397e-25 0 0 0
6.49042e+14 4619 6.80275e-16 2.7838e-16 3.62557e-17 2.36431e-24 3.26262e-16 8.33986e-19 2.0613e-25 3.46887e-17 3.8543e-18 1.37431e-25 0 0 0
6.48901e+14 4620 6.80119e-16 2.78442e-16 3.6262e-17 2.36485e-24 3.26029e-16 8.33295e-19 2.05965e-25 3.46972e-17 3.85524e-18 1.37464e-25 0 0 0
6.48761e+14 4621 6.79963e-16 2.78504e-16 3.62683e-17 2.36538e-24 3.25795e-16 8.32604e-19 2.058e-25 3.47057e-17 3.85618e-18 1.37497e-25 0 0 0
6.48621e+14 4622 6.79807e-16 2.78567e-16 3.62745e-17 2.36592e-24 3.25562e-16 8.31914e-19 2.05634e-25 3.47142e-17 3.85713e-18 1.37531e-25 0 0 0
6.4848e+14 4623 6.79651e-16 2.78629e-16 3.62808e-17 2.36645e-24 3.25329e-16 8.31224e-19 2.05469e-25 3.47226e-17 3.85807e-18 1.37564e-25 0 0 0
6.4834e+14 4624 6.79496e-16 2.78691e-16 3.6287e-17 2.36698e-24 3.25097e-16 8.30536e-19 2.05304e-25 3.47311e-17 3.85901e-18 1.37598e-25 0 0 0
6.482e+14 4625 6.79341e-16 2.78754e-16 3.62933e-17 2.36752e-24 3.24864e-16 8.29848e-19 2.0514e-25 3.47396e-17 3.85995e-18 1.37631e-25 0 0 0
6.4806e+14 4626 6.79185e-16 2.78816e-16 3.62995e-17 2.36805e-24 3.24632e-16 8.2916e-19 2.04975e-25 3.47481e-17 3.86089e-18 1.37664e-25 0 0 0
6.4792e+14 4627 6.7903e-16 2.78878e-16 3.63058e-17 2.36858e-24 3.244e-16 8.28474e-19 2.04811e-25 3.47565e-17 3.86184e-18 1.37697e-25 0 0 0
6.4778e+14 4628 6.78876e-16 2.7894e-16 3.6312e-17 2.36911e-24 3.24168e-16 8.27788e-19 2.04647e-25 3.4765e-17 3.86278e-18 1.37731e-25 0 0 0
6.4764e+14 4629 6.78721e-16 2.79002e-16 3.63182e-17 2.36964e-24 3.23936e-16 8.27102e-19 2.04482e-25 3.47734e-17 3.86371e-18 1.37764e-25 0 0 0
6.475e+14 4630 6.78567e-16 2.79064e-16 3.63244e-17 2.37017e-24 3.23705e-16 8.26418e-19 2.04319e-25 3.47819e-17 3.86465e-18 1.37797e-25 0 0 0
6.4736e+14 4631 6.78412e-16 2.79126e-16 3.63307e-17 2.3707e-24 3.23474e-16 8.25734e-19 2.04155e-25 3.47903e-17 3.86559e-18 1.3783e-25 0 0 0
6.4722e+14 4632 6.78258e-16 2.79188e-16 3.63369e-17 2.37123e-24 3.23243e-16 8.25051e-19 2.03991e-25 3.47988e-17 3.86653e-18 1.37864e-25 0 0 0
6.47081e+14 4633 6.78104e-16 2.7925e-16 3.63431e-17 2.37176e-24 3.23012e-16 8.24368e-19 2.03828e-25 3.48072e-17 3.86747e-18 1.37897e-25 0 0 0
6.46941e+14 4634 6.7795e-16 2.79312e-16 3.63493e-17 2.37229e-24 3.22781e-16 8.23687e-19 2.03665e-25 3.48156e-17 3.8684e-18 1.3793e-25 0 0 0
6.46801e+14 4635 6.77797e-16 2.79374e-16 3.63555e-17 2.37282e-24 3.22551e-16 8.23006e-19 2.03502e-25 3.48241e-17 3.86934e-18 1.37963e-25 0 0 0
6.46662e+14 4636 6.77643e-16 2.79436e-16 3.63617e-17 2.37335e-24 3.22321e-16 8.22325e-19 2.03339e-25 3.48325e-17 3.87028e-18 1.37996e-25 0 0 0
6.46522e+14 4637 6.7749e-16 2.79498e-16 3.63679e-17 2.37388e-24 3.22091e-16 8.21646e-19 2.03176e-25 3.48409e-17 3.87121e-18 1.38029e-25 0 0 0
6.46383e+14 4638 6.77337e-16 2.79559e-16 3.6374e-17 2.37441e-24 3.21861e-16 8.20967e-19 2.03013e-25 3.48493e-17 3.87214e-18 1.38062e-25 0 0 0
6.46244e+14 4639 6.77183e-16 2.79621e-16 3.63802e-17 2.37494e-24 3.21631e-16 8.20288e-19 2.02851e-25 3.48577e-17 3.87308e-18 1.38095e-25 0 0 0
6.46104e+14 4640 6.77031e-16 2.79683e-16 3.63864e-17 2.37547e-24 3.21402e-16 8.19611e-19 2.02689e-25 3.48661e-17 3.87401e-18 1.38128e-25 0 0 0
6.45965e+14 4641 6.76878e-16 2.79744e-16 3.63925e-17 2.37599e-24 3.21173e-16 8.18934e-19 2.02527e-25 3.48745e-17 3.87495e-18 1.38161e-25 0 0 0
6.45826e+14 4642 6.76725e-16 2.79806e-16 3.63987e-17 2.37652e-24 3.20944e-16 8.18257e-19 2.02365e-25 3.48829e-17 3.87588e-18 1.38194e-25 0 0 0
6.45687e+14 4643 6.76573e-16 2.79867e-16 3.64049e-17 2.37705e-24 3.20715e-16 8.17582e-19 2.02203e-25 3.48913e-17 3.87681e-18 1.38227e-25 0 0 0
6.45548e+14 4644 6.76421e-16 2.79929e-16 3.6411e-17 2.37757e-24 3.20486e-16 8.16907e-19 2.02041e-25 3.48997e-17 3.87774e-18 1.3826e-25 0 0 0
6.45409e+14 4645 6.76269e-16 2.7999e-16 3.64171e-17 2.3781e-24 3.20258e-16 8.16233e-19 2.0188e-25 3.4908e-17 3.87867e-18 1.38293e-25 0 0 0
6.4527e+14 4646 6.76117e-16 2.80052e-16 3.64233e-17 2.37862e-24 3.2003e-16 8.15559e-19 2.01719e-25 3.49164e-17 3.8796e-18 1.38326e-25 0 0 0
6.45131e+14 4647 6.75965e-16 2.80113e-16 3.64294e-17 2.37915e-24 3.19802e-16 8.14886e-19 2.01557e-25 3.49248e-17 3.88053e-18 1.38359e-25 0 0 0
6.44992e+14 4648 6.75813e-16 2.80175e-16 3.64355e-17 2.37968e-24 3.19574e-16 8.14214e-19 2.01396e-25 3.49332e-17 3.88146e-18 1.38392e-25 0 0 0
6.44854e+14 4649 6.75662e-16 2.80236e-16 3.64417e-17 2.3802e-24 3.19347e-16 8.13543e-19 2.01236e-25 3.49415e-17 3.88239e-18 1.38425e-25 0 0 0
6.44715e+14 4650 6.75511e-16 2.80297e-16 3.64478e-17 2.38072e-24 3.1912e-16 8.12872e-19 2.01075e-25 3.49499e-17 3.88332e-18 1.38458e-25 0 0 0
6.44576e+14 4651 6.7536e-16 2.80358e-16 3.64539e-17 2.38125e-24 3.18893e-16 8.12202e-19 2.00915e-25 3.49582e-17 3.88425e-18 1.3849e-25 0 0 0
6.44438e+14 4652 6.75209e-16 2.8042e-16 3.646e-17 2.38177e-24 3.18666e-16 8.11533e-19 2.00754e-25 3.49666e-17 3.88517e-18 1.38523e-25 0 0 0
6.44299e+14 4653 6.75058e-16 2.80481e-16 3.64661e-17 2.3823e-24 3.18439e-16 8.10864e-19 2.00594e-25 3.49749e-17 3.8861e-18 1.38556e-25 0 0 0
6.44161e+14 4654 6.74907e-16 2.80542e-16 3.64722e-17 2.38282e-24 3.18213e-16 8.10196e-19 2.00434e-25 3.49832e-17 3.88703e-18 1.38589e-25 0 0 0
6.44022e+14 4655 6.74757e-16 2.80603e-16 3.64783e-17 2.38334e-24 3.17986e-16 8.09528e-19 2.00274e-25 3.49916e-17 3.88795e-18 1.38622e-25 0 0 0
6.43884e+14 4656 6.74606e-16 2.80664e-16 3.64844e-17 2.38386e-24 3.1776e-16 8.08862e-19 2.00115e-25 3.49999e-17 3.88888e-18 1.38654e-25 0 0 0
6.43746e+14 4657 6.74456e-16 2.80725e-16 3.64905e-17 2.38439e-24 3.17534e-16 8.08196e-19 1.99955e-25 3.50082e-17 3.8898e-18 1.38687e-25 0 0 0
6.43608e+14 4658 6.74306e-16 2.80786e-16 3.64965e-17 2.38491e-24 3.17309e-16 8.0753e-19 1.99796e-25 3.50165e-17 3.89072e-18 1.3872e-25 0 0 0
6.4347e+14 4659 6.74156e-16 2.80847e-16 3.65026e-17 2.38543e-24 3.17083e-16 8.06865e-19 1.99637e-25 3.50248e-17 3.89165e-18 1.38752e-25 0 0 0
6.43331e+14 4660 6.74006e-16 2.80908e-16 3.65087e-17 2.38595e-24 3.16858e-16 8.06201e-19 1.99478e-25 3.50331e-17 3.89257e-18 1.38785e-25 0 0 0
6.43193e+14 4661 6.73857e-16 2.80969e-16 3.65147e-17 2.38647e-24 3.16633e-16 8.05538e-19 1.99319e-25 3.50414e-17 3.89349e-18 1.38818e-25 0 0 0
